region_name,latitude,longitude,date,year,month,avg_temperature_c,rainfall_mm,humidity_percent,ndvi,water_body_index,population,mosquito_density,healthcare_access_score,poverty_index,climate_anomaly_score,malaria_cases,malaria_incidence_rate,outbreak_flag
Anambra,13.2738,7.336,2021-02-01,2021,2,26.8,236.02,73.43,0.28,0.33,541914,104.22,75.24,42.7,-1.27,484,89.31,0
Anambra,8.9681,11.6052,2025-09-01,2025,9,31.39,88.65,54.14,0.426,0.608,2140120,134.37,67.62,75.39,-0.41,617,28.83,1
Kano,10.3822,11.3328,2025-11-01,2025,11,27.02,124.81,76.13,0.625,0.474,1501602,107.21,62.48,37.63,-1.76,492,32.77,0
Plateau,7.9017,3.5952,2025-08-01,2025,8,25.08,293.74,77.89,0.718,0.793,2953088,106.74,58.89,43.65,-0.18,574,19.44,1
Akwa Ibom,9.9431,13.1816,2020-08-01,2020,8,28.17,284.94,80.84,0.453,0.736,2195230,123.74,73.61,53.18,-1.29,633,28.84,1
Lagos,13.6066,6.5288,2019-04-01,2019,4,26.02,58.53,87.82,0.88,0.395,1352932,127.89,48.12,27.08,-2.91,551,40.73,1
Lagos,13.2868,6.6202,2019-10-01,2019,10,30.28,214.56,74.63,0.394,0.498,2546432,120.68,53.37,51.78,4.37,595,23.37,1
Sokoto,4.3224,8.23,2021-05-01,2021,5,25.94,174.72,70.73,0.396,0.459,1334368,95.85,64.01,46.2,-0.99,443,33.2,0
Kaduna,11.6336,4.8876,2024-07-01,2024,7,30.14,40.49,78.11,0.664,0.397,1475478,83.74,64.68,36.88,1.47,447,30.3,0
Plateau,7.9844,3.4769,2024-11-01,2024,11,28.78,110.82,76.42,0.592,0.674,1321410,116.76,77.2,11.35,0.46,355,26.87,0
Borno,11.7645,6.6127,2025-10-01,2025,10,31.78,50.12,60.76,0.622,0.642,1042057,111.27,57.26,74.67,0.97,476,45.68,0
Enugu,5.1889,7.8361,2022-05-01,2022,5,26.81,241.69,65.51,0.613,0.596,1142602,97.79,44.98,65.08,0.41,419,36.67,0
Oyo,4.708,8.6343,2022-11-01,2022,11,27.68,22.26,74.08,0.526,0.337,243696,103.65,44.75,44.92,0.47,519,212.97,1
Benue,10.5084,4.3279,2024-12-01,2024,12,28.58,109.39,53.27,0.322,0.635,1570120,96.55,89.45,45.43,-0.87,321,20.44,0
Kaduna,12.7178,12.5562,2023-05-01,2023,5,28.37,181.26,92.38,0.54,0.688,1513315,129.5,53.54,24.51,0.79,537,35.49,1
Lagos,9.5965,6.9458,2021-06-01,2021,6,24.75,160.93,43.09,0.587,0.131,339212,69.92,41.92,11.41,2.55,355,104.65,0
Enugu,4.7063,9.4211,2019-04-01,2019,4,30.05,101.82,63.53,0.638,0.246,1712006,104.55,64.61,39.97,-2.09,445,25.99,0
Plateau,8.4777,5.6378,2021-05-01,2021,5,25.11,173.31,81.66,0.559,0.581,2219499,102.57,69.54,54.74,0.5,543,24.46,1
Sokoto,9.9788,13.85,2018-10-01,2018,10,23.09,82.51,72.51,0.59,0.696,1849057,98.03,66.11,49.07,2.1,491,26.55,0
Borno,11.4656,8.8438,2024-09-01,2024,9,24.93,95.7,80.73,0.469,0.729,716924,126.21,49.99,15.38,0.21,530,73.93,1
Benue,8.7951,8.8153,2020-12-01,2020,12,29.88,180.16,78.07,0.767,0.702,1108332,118.23,65.5,52.92,-2.13,454,40.96,0
Kano,9.8682,9.9947,2025-04-01,2025,4,28.71,146.64,61.81,0.48,0.67,2008166,106.09,92.8,43.99,2.97,448,22.31,0
Enugu,12.2089,7.4617,2018-11-01,2018,11,25.54,207.15,65.7,0.558,0.531,268487,108.1,55.01,39.5,-0.98,554,206.34,1
Kaduna,7.2321,8.5268,2024-12-01,2024,12,26.66,19.25,75.03,0.338,0.535,730534,110.67,47.26,44.03,-1.83,520,71.18,1
Akwa Ibom,12.9969,3.1859,2023-09-01,2023,9,25.85,186.68,94.13,0.232,0.544,1196453,111.85,60.69,5.0,2.22,419,35.02,0
Anambra,9.4664,3.1905,2024-08-01,2024,8,29.29,215.91,87.07,0.327,0.346,1530389,97.01,71.43,23.97,1.36,404,26.4,0
Kano,6.9393,13.5559,2019-07-01,2019,7,24.28,194.44,98.0,0.544,0.584,2432236,116.27,76.65,37.99,0.33,486,19.98,0
Kaduna,13.0465,5.1161,2020-02-01,2020,2,29.76,112.7,67.77,0.726,0.559,1739424,115.79,89.74,40.49,0.01,555,31.91,1
Borno,11.1132,7.1951,2023-01-01,2023,1,26.93,104.13,74.84,0.574,0.864,2461162,111.34,57.64,42.67,-0.92,426,17.31,0
Oyo,11.5615,12.3858,2025-09-01,2025,9,30.45,179.15,64.96,0.646,0.496,1133218,121.0,67.27,32.2,-1.33,498,43.95,0
Anambra,7.4439,11.1119,2019-08-01,2019,8,28.95,177.23,68.74,0.497,0.3,1969092,102.04,43.59,76.02,0.18,467,23.72,0
Oyo,9.2586,7.2641,2022-01-01,2022,1,31.72,189.93,79.85,0.605,0.405,489397,107.75,100.0,46.91,0.8,577,117.9,1
Cross River,12.9613,5.3721,2022-01-01,2022,1,32.64,139.48,83.13,0.666,0.791,2062942,133.96,64.04,40.04,-3.61,578,28.02,1
Benue,9.3003,11.1747,2022-09-01,2022,9,26.72,95.85,74.35,0.451,0.559,703444,103.55,40.22,46.24,0.4,574,81.6,1
Rivers,8.2179,11.1826,2025-12-01,2025,12,20.21,264.72,67.68,0.715,0.178,1977955,96.27,42.48,62.3,0.88,592,29.93,1
Kano,8.8515,13.6589,2022-11-01,2022,11,30.52,75.39,94.31,0.218,0.598,190496,126.46,78.44,82.59,-1.26,548,287.67,1
Sokoto,11.1673,4.535,2019-11-01,2019,11,28.58,183.99,70.23,0.69,0.675,1959309,110.18,66.57,54.59,0.76,475,24.24,0
Cross River,11.1272,7.6409,2022-02-01,2022,2,22.58,104.56,76.87,0.684,0.708,1830021,101.59,45.21,60.84,-2.02,483,26.39,0
Lagos,4.5186,13.0983,2021-03-01,2021,3,27.55,175.75,76.68,0.398,0.696,2996619,104.22,53.47,57.61,0.45,616,20.56,1
Lagos,9.9569,13.4584,2019-03-01,2019,3,29.13,173.07,69.44,0.626,0.478,2308295,101.08,80.77,74.2,-0.28,559,24.22,1
Lagos,12.1642,4.6572,2023-05-01,2023,5,29.87,189.4,88.55,0.41,0.778,2036385,121.86,29.21,18.68,-1.36,627,30.79,1
Benue,12.5054,4.6795,2019-12-01,2019,12,24.5,158.53,85.81,0.546,0.541,900364,92.83,64.55,42.96,-2.73,495,54.98,0
Plateau,12.1142,4.6512,2019-04-01,2019,4,25.88,160.88,85.16,0.54,0.702,2683921,110.63,76.39,13.78,0.83,521,19.41,1
Rivers,5.0836,10.6715,2020-02-01,2020,2,26.04,144.62,71.82,0.596,0.657,1944078,95.26,58.55,55.11,0.77,452,23.25,0
Kaduna,7.5805,3.5229,2018-09-01,2018,9,28.43,138.15,76.22,0.44,0.454,2601561,96.95,47.81,6.15,-1.99,372,14.3,0
Cross River,13.5547,6.7297,2023-05-01,2023,5,23.81,164.38,85.23,0.633,0.641,915945,114.27,40.57,37.11,0.95,486,53.06,0
Niger,4.7059,5.7811,2025-02-01,2025,2,29.08,89.36,78.1,0.654,0.323,2378741,126.38,41.33,16.66,1.69,493,20.73,0
Kaduna,10.1934,3.8384,2020-09-01,2020,9,23.73,136.61,64.84,0.52,0.522,144663,127.09,63.24,12.28,-0.26,437,302.08,0
Lagos,4.1112,11.9324,2019-12-01,2019,12,25.46,66.61,75.88,0.622,0.454,993104,103.32,45.93,80.43,1.82,598,60.22,1
Cross River,11.6913,11.4139,2022-03-01,2022,3,28.42,168.81,66.45,0.279,0.631,2769493,111.89,83.38,34.43,2.08,472,17.04,0
Enugu,10.6922,4.6226,2022-12-01,2022,12,29.61,243.01,79.04,0.517,0.443,338717,106.02,39.83,38.09,-0.78,486,143.48,0
Borno,9.5514,3.5226,2024-01-01,2024,1,33.5,109.16,83.04,0.565,0.405,1576317,122.19,44.9,46.74,0.75,573,36.35,1
Kebbi,13.5966,8.8714,2019-10-01,2019,10,25.72,163.88,66.37,0.533,0.057,725551,79.57,60.38,73.05,-2.18,627,86.42,1
Niger,7.3948,11.1437,2018-05-01,2018,5,24.29,75.72,78.86,0.646,0.212,1176894,123.47,56.08,29.28,-2.84,550,46.73,1
Kano,12.793,12.6838,2025-07-01,2025,7,26.59,90.72,74.83,0.615,0.577,2419623,107.96,24.24,25.74,-2.06,445,18.39,0
Anambra,4.9252,7.1293,2025-10-01,2025,10,27.71,35.2,73.55,0.55,0.482,633276,86.29,56.02,49.01,-1.33,365,57.64,0
Akwa Ibom,9.3788,6.5381,2023-12-01,2023,12,30.24,132.76,57.21,0.49,0.676,906137,98.26,62.48,75.52,0.27,445,49.11,0
Kebbi,11.2555,10.0304,2018-12-01,2018,12,28.59,143.99,86.29,0.537,0.316,2700280,106.15,47.97,15.54,1.2,315,11.67,0
Cross River,9.455,7.0216,2025-08-01,2025,8,29.31,189.58,80.12,0.884,0.763,754510,118.77,62.46,76.64,-0.05,587,77.8,1
Sokoto,10.0126,6.6479,2022-03-01,2022,3,29.46,157.37,84.84,0.483,0.421,1705228,119.86,47.09,74.3,0.85,680,39.88,1
Benue,5.3793,9.5662,2020-12-01,2020,12,32.96,130.63,80.35,0.791,0.444,1641457,104.69,47.36,62.53,2.26,537,32.71,1
Kaduna,10.3851,3.7195,2022-06-01,2022,6,28.94,214.81,76.17,0.166,0.495,814234,117.56,50.59,48.07,1.78,565,69.39,1
Benue,6.9428,13.1118,2022-06-01,2022,6,22.65,122.69,62.91,0.179,0.338,130858,90.04,72.35,35.31,0.11,222,169.65,0
Enugu,4.5942,12.6027,2023-04-01,2023,4,25.69,186.84,69.12,0.603,0.539,2017055,107.78,46.34,68.02,1.0,635,31.48,1
Akwa Ibom,6.1707,9.0672,2025-08-01,2025,8,33.17,312.26,73.27,0.719,0.445,869073,125.49,64.74,20.63,-0.05,634,72.95,1
Oyo,13.7609,9.7395,2018-12-01,2018,12,28.27,78.53,70.16,0.626,0.417,1079287,102.92,59.49,65.42,-0.94,498,46.14,0
Cross River,12.8077,10.6385,2020-08-01,2020,8,25.04,186.81,66.52,0.634,0.721,1799788,102.4,67.97,43.4,1.76,449,24.95,0
Oyo,10.8874,7.1236,2019-10-01,2019,10,26.12,135.23,78.4,0.77,0.269,1888202,101.03,38.93,52.32,-0.17,541,28.65,1
Kaduna,4.1763,11.0254,2025-06-01,2025,6,27.27,79.73,70.98,0.424,0.595,1549935,113.39,77.04,76.07,-0.05,515,33.23,1
Niger,11.9604,9.3044,2018-08-01,2018,8,25.79,108.22,66.07,0.706,0.7,867837,99.76,48.62,32.46,2.46,474,54.62,0
Enugu,13.6263,13.708,2021-11-01,2021,11,28.89,36.49,65.31,0.684,0.612,1558833,104.16,57.38,53.89,-2.03,483,30.98,0
Kaduna,7.1279,8.612,2019-04-01,2019,4,25.27,106.07,77.52,0.734,0.258,603359,94.07,34.43,31.59,-1.63,469,77.73,0
Anambra,8.8597,5.6504,2019-10-01,2019,10,31.03,40.02,69.67,0.587,0.409,2714109,121.62,72.3,40.94,-0.58,476,17.54,0
Akwa Ibom,4.1533,10.4743,2018-06-01,2018,6,30.57,79.99,82.5,0.665,0.722,2125892,108.19,57.29,37.59,0.37,447,21.03,0
Benue,13.3703,3.5266,2021-04-01,2021,4,27.43,244.23,80.39,0.556,0.212,2736900,98.63,73.74,55.83,-0.24,545,19.91,1
Borno,12.6097,10.1529,2024-12-01,2024,12,27.8,118.8,71.06,0.311,0.39,2727050,102.99,55.52,31.71,1.7,438,16.06,0
Borno,6.3189,5.4202,2022-10-01,2022,10,27.09,195.05,83.67,0.363,0.393,1754032,108.09,52.01,31.92,1.97,436,24.86,0
Kebbi,6.6278,7.5404,2024-12-01,2024,12,30.05,137.75,68.14,0.579,0.836,504152,123.21,82.68,41.39,0.72,452,89.66,0
Lagos,6.8113,13.2432,2018-05-01,2018,5,30.04,42.98,55.35,0.527,0.045,1504063,94.12,74.41,31.9,-1.94,256,17.02,0
Anambra,5.0821,9.1039,2020-01-01,2020,1,26.39,176.4,75.95,0.437,0.843,2355861,121.08,41.39,52.8,-0.59,557,23.64,1
Kano,9.1861,5.7833,2021-04-01,2021,4,33.56,166.14,94.5,0.468,1.0,878563,141.13,56.96,28.92,-1.06,640,72.85,1
Niger,13.4211,9.6599,2020-04-01,2020,4,25.81,212.31,83.12,0.631,0.24,1901546,99.92,65.08,29.79,2.74,417,21.93,0
Oyo,11.0511,5.418,2025-12-01,2025,12,34.09,137.88,82.18,0.593,0.74,1469313,137.22,57.46,53.17,0.74,604,41.11,1
Kano,7.6448,6.032,2020-03-01,2020,3,26.43,236.46,79.63,0.7,0.507,1730726,109.42,70.43,26.93,-0.57,593,34.26,1
Sokoto,4.1622,3.6103,2020-06-01,2020,6,24.83,173.56,98.0,0.615,0.006,1922372,98.44,47.94,52.49,-0.88,619,32.2,1
Rivers,12.4996,3.9998,2019-09-01,2019,9,26.62,90.57,71.05,0.53,0.564,653622,107.74,83.38,28.43,1.19,416,63.65,0
Borno,12.7429,9.1811,2022-12-01,2022,12,25.6,95.4,66.36,0.447,0.609,2207519,114.93,53.9,15.26,-0.58,427,19.34,0
Enugu,10.7035,9.5506,2025-12-01,2025,12,29.58,113.48,73.66,0.626,0.557,287950,106.13,72.65,70.55,-0.79,565,196.21,1
Kebbi,11.8107,9.3187,2021-11-01,2021,11,28.64,114.5,89.76,0.365,0.482,1759559,109.22,56.24,55.09,-1.54,577,32.79,1
Niger,4.314,3.3233,2021-12-01,2021,12,29.33,246.91,80.67,0.639,0.447,2843022,115.38,62.22,31.51,-0.26,471,16.57,0
Borno,11.1804,8.1332,2021-09-01,2021,9,26.67,104.77,72.7,0.627,0.521,2215633,118.06,66.07,54.33,0.85,472,21.3,0
Lagos,11.3307,5.9071,2023-09-01,2023,9,23.7,310.31,71.73,0.282,0.334,515497,107.55,53.29,30.61,0.62,521,101.07,1
Akwa Ibom,10.2847,6.2975,2018-02-01,2018,2,26.8,160.45,67.68,0.736,0.455,902044,124.63,41.02,60.37,-0.37,632,70.06,1
Enugu,9.9889,6.4403,2023-12-01,2023,12,31.36,230.65,65.52,0.635,0.481,1772933,118.65,61.21,80.48,1.8,553,31.19,1
Anambra,5.5353,10.4857,2021-09-01,2021,9,27.18,146.98,88.87,0.625,0.639,735812,124.97,65.27,64.41,-2.51,572,77.74,1
Kano,12.3916,6.4355,2019-04-01,2019,4,32.58,104.17,70.18,0.716,0.645,2642759,124.57,59.41,27.4,3.53,534,20.21,1
Anambra,8.3782,8.1649,2019-07-01,2019,7,29.38,86.03,77.13,0.47,0.271,790135,131.84,49.15,21.94,-0.08,529,66.95,1
Kaduna,6.0098,12.6942,2025-07-01,2025,7,27.05,369.88,72.66,0.524,0.699,161727,126.87,51.44,62.93,-0.55,716,442.72,1
Kaduna,8.1272,4.5929,2022-12-01,2022,12,30.55,109.51,61.56,0.711,0.299,2276434,107.98,68.78,40.47,0.73,460,20.21,0
Rivers,12.6109,12.2871,2020-07-01,2020,7,27.78,127.12,67.9,0.657,0.355,2842795,108.53,79.89,66.81,-0.68,370,13.02,0
Rivers,9.2148,11.762,2021-05-01,2021,5,25.65,193.51,70.74,0.466,0.433,2970455,90.31,66.44,58.96,-2.11,525,17.67,1
Anambra,8.5196,11.793,2021-10-01,2021,10,27.86,133.27,86.33,0.351,0.298,1010662,118.83,54.96,58.54,0.56,570,56.4,1
Kebbi,12.8842,9.6854,2024-11-01,2024,11,25.73,191.52,63.06,0.646,0.157,378966,92.02,35.27,80.75,-0.34,535,141.17,1
Sokoto,4.6732,3.7064,2020-08-01,2020,8,31.65,29.75,82.0,0.537,0.339,2510374,114.29,76.99,28.48,0.71,384,15.3,0
Anambra,9.0392,10.6498,2024-07-01,2024,7,30.65,240.98,68.16,0.558,0.893,1243660,114.27,73.79,76.07,-0.23,648,52.1,1
Anambra,9.3532,7.2057,2022-01-01,2022,1,29.12,225.04,72.56,0.832,0.742,2494823,127.9,71.08,29.99,4.35,500,20.04,1
Akwa Ibom,13.7436,6.2087,2025-07-01,2025,7,29.52,135.56,71.81,0.424,0.584,2832745,121.5,84.85,68.3,-0.35,599,21.15,1
Kano,6.9018,5.4236,2023-12-01,2023,12,25.4,80.11,67.87,0.486,0.575,1008272,113.86,65.18,46.8,0.25,431,42.75,0
Anambra,10.6462,7.6414,2020-12-01,2020,12,24.01,112.41,73.09,0.667,0.282,99599,96.83,54.61,47.14,-2.22,471,472.9,0
Niger,12.1541,9.2305,2020-10-01,2020,10,22.69,117.38,69.7,0.208,0.536,2145369,114.2,62.72,52.06,-1.5,524,24.42,1
Oyo,12.4437,7.1989,2020-04-01,2020,4,28.52,309.21,67.17,0.521,0.343,2362359,100.42,41.7,22.38,1.01,487,20.61,0
Cross River,6.4497,6.7191,2024-01-01,2024,1,29.66,115.41,65.11,0.614,0.457,1681751,107.79,50.49,50.94,-0.1,494,29.37,0
Enugu,12.371,11.5563,2019-01-01,2019,1,26.83,70.44,92.12,0.43,0.582,2042222,101.14,70.03,42.59,0.25,404,19.78,0
Kano,10.5775,7.5692,2024-12-01,2024,12,30.97,53.98,83.9,0.713,0.58,2732788,128.47,45.23,54.7,-0.02,553,20.24,1
Kano,11.1254,7.201,2021-09-01,2021,9,28.71,115.96,61.89,0.294,0.497,346023,106.96,48.09,52.95,0.58,523,151.15,1
Niger,10.9669,6.6968,2021-06-01,2021,6,24.25,321.89,67.2,0.776,0.602,481344,103.23,53.66,32.11,-0.03,404,83.93,0
Rivers,13.0193,4.6371,2025-10-01,2025,10,28.98,52.14,94.32,0.427,0.599,1261065,110.93,69.76,17.13,0.34,398,31.56,0
Oyo,12.3511,6.5661,2025-01-01,2025,1,32.67,154.15,70.09,0.125,0.523,1650340,113.68,78.78,43.83,0.62,491,29.75,0
Cross River,5.1772,11.7511,2022-10-01,2022,10,22.45,137.64,80.44,0.577,0.617,1481271,107.45,54.09,36.3,0.65,556,37.54,1
Lagos,8.6938,9.99,2025-01-01,2025,1,27.3,131.9,77.36,0.66,0.808,658186,113.96,66.16,30.4,0.81,525,79.76,1
Benue,11.3003,9.4544,2024-04-01,2024,4,25.57,76.42,60.84,0.287,0.708,1029490,107.42,83.11,38.06,1.16,426,41.38,0
Sokoto,8.8174,10.4257,2022-05-01,2022,5,24.52,57.22,63.66,0.381,0.277,1369818,78.31,76.37,51.56,-2.2,352,25.7,0
Niger,5.7374,9.7919,2024-01-01,2024,1,26.95,149.51,80.8,0.726,0.38,185021,97.79,47.7,29.56,-0.35,562,303.75,1
Lagos,5.1047,6.3815,2020-01-01,2020,1,31.97,38.43,86.1,0.438,0.408,1926125,92.26,42.19,52.34,-0.43,490,25.44,0
Akwa Ibom,12.3975,3.4838,2022-05-01,2022,5,26.28,118.02,79.15,0.518,0.598,2083259,117.93,67.61,82.34,1.18,593,28.47,1
Cross River,8.0023,4.5966,2019-10-01,2019,10,28.21,209.37,66.73,0.505,0.489,2909453,98.79,77.2,53.5,-0.32,558,19.18,1
Lagos,7.0652,13.7321,2023-09-01,2023,9,27.41,190.85,88.33,0.572,0.569,738018,110.17,74.42,59.3,-0.43,574,77.78,1
Plateau,6.0863,4.5552,2022-12-01,2022,12,29.82,266.36,63.79,0.361,0.096,604613,109.24,50.92,67.91,0.3,638,105.52,1
Kano,9.6149,8.9531,2024-06-01,2024,6,25.0,113.57,64.92,0.462,0.363,98764,83.87,38.3,46.07,1.65,441,446.52,0
Rivers,6.753,9.1177,2021-11-01,2021,11,22.65,119.34,63.74,0.467,0.831,1830525,107.19,49.57,27.97,-2.28,447,24.42,0
Rivers,9.2709,12.0744,2024-02-01,2024,2,30.6,244.37,88.68,0.515,0.499,1007048,117.01,71.46,64.41,2.7,570,56.6,1
Oyo,6.3829,4.7632,2023-07-01,2023,7,26.32,197.69,69.81,0.532,0.928,974192,124.7,57.98,55.79,0.39,561,57.59,1
Borno,11.4276,10.3756,2025-11-01,2025,11,25.57,145.51,77.51,0.519,0.671,1173025,100.11,53.07,20.83,-0.18,540,46.03,1
Sokoto,12.4644,4.8636,2021-01-01,2021,1,31.55,113.4,85.57,0.43,0.566,2595105,137.66,58.77,47.39,-0.15,601,23.16,1
Kaduna,5.9335,4.1016,2021-08-01,2021,8,26.98,112.32,84.42,0.743,0.55,2797272,93.01,69.75,57.45,0.51,478,17.09,0
Akwa Ibom,7.9862,7.139,2025-11-01,2025,11,33.73,66.35,76.38,0.611,0.482,1375731,124.27,53.09,5.0,1.75,524,38.09,1
Akwa Ibom,5.5046,4.1014,2024-08-01,2024,8,25.52,226.21,93.68,0.423,0.473,743501,96.95,53.74,60.34,-0.31,492,66.17,0
Benue,13.7385,7.2224,2023-02-01,2023,2,27.11,56.92,73.6,0.316,0.358,2385920,97.6,67.28,78.58,-0.48,501,21.0,1
Lagos,12.4927,4.2719,2023-04-01,2023,4,29.07,331.41,69.66,0.379,0.382,2237785,118.65,48.38,68.2,0.5,619,27.66,1
Enugu,9.8299,3.7776,2019-11-01,2019,11,27.08,170.05,88.45,0.271,0.6,2774018,117.66,56.72,5.0,0.87,588,21.2,1
Anambra,8.9945,11.3182,2018-02-01,2018,2,25.66,48.44,67.89,0.471,0.575,1789402,102.82,61.52,38.11,-1.5,373,20.84,0
Plateau,7.199,13.2853,2023-12-01,2023,12,25.49,350.44,68.66,0.457,0.87,1047307,114.28,58.57,89.98,-0.33,655,62.54,1
Enugu,9.5446,8.4454,2019-09-01,2019,9,30.46,149.98,80.81,0.506,0.818,1131443,146.97,54.34,43.76,2.3,650,57.45,1
Niger,13.3963,9.0446,2020-05-01,2020,5,27.18,231.97,70.54,0.392,0.306,1714216,93.06,35.14,5.4,-0.82,407,23.74,0
Kano,10.6748,12.9459,2024-11-01,2024,11,30.04,103.52,81.78,0.376,0.469,1094574,113.01,50.15,42.63,-0.23,535,48.88,1
Enugu,8.9522,7.0317,2024-03-01,2024,3,28.99,57.97,80.14,0.658,0.776,392302,111.68,61.03,53.57,1.21,450,114.71,0
Plateau,11.3773,10.6026,2023-12-01,2023,12,29.24,129.2,73.29,0.57,0.59,1200743,95.81,58.69,48.36,-0.81,524,43.64,1
Akwa Ibom,7.993,4.9169,2025-05-01,2025,5,21.86,188.42,87.24,0.421,0.631,1901603,109.09,34.2,11.66,0.44,488,25.66,0
Rivers,4.3682,10.4212,2022-03-01,2022,3,27.22,248.7,65.02,0.702,0.27,2090073,102.96,44.87,23.4,-0.0,538,25.74,1
Borno,6.1499,10.1958,2023-05-01,2023,5,29.3,45.77,72.51,0.278,0.977,1382956,115.32,64.14,47.79,0.71,545,39.41,1
Borno,8.6287,5.0153,2018-08-01,2018,8,30.87,108.36,77.74,0.554,0.353,765034,122.16,66.2,47.92,-1.13,550,71.89,1
Plateau,6.4515,13.3257,2022-08-01,2022,8,30.89,120.8,75.71,0.448,0.511,1607620,116.4,70.94,18.66,-2.55,405,25.19,0
Plateau,4.827,10.0341,2022-05-01,2022,5,28.6,72.76,74.03,0.503,0.376,1910205,101.22,68.74,47.35,-1.78,340,17.8,0
Kebbi,4.6929,5.2363,2023-05-01,2023,5,23.48,177.83,79.66,0.531,0.7,1815929,116.4,78.53,44.49,2.74,481,26.49,0
Kano,9.3495,12.5449,2022-10-01,2022,10,24.52,68.85,70.77,0.556,0.264,133997,91.25,57.16,48.58,1.3,450,335.83,0
Kebbi,7.473,10.4043,2018-03-01,2018,3,32.5,223.78,61.35,0.595,0.46,1077957,102.6,48.09,44.89,0.76,509,47.22,1
Niger,7.7979,7.9998,2025-08-01,2025,8,32.01,240.0,68.67,0.361,0.852,2790314,140.56,46.03,28.87,-1.45,619,22.18,1
Enugu,11.275,11.2299,2020-01-01,2020,1,29.36,108.92,66.33,0.563,0.393,1236488,110.09,61.79,33.55,-1.48,495,40.03,0
Rivers,8.8089,12.4315,2019-10-01,2019,10,27.63,136.77,61.16,0.369,0.703,730037,101.32,77.23,33.06,1.49,398,54.52,0
Kano,4.3228,8.178,2025-06-01,2025,6,24.58,135.45,84.26,0.456,0.447,1477399,87.49,78.93,22.17,-2.59,244,16.52,0
Kaduna,8.252,7.1622,2018-12-01,2018,12,29.16,75.39,80.59,0.618,0.281,1758544,100.04,65.0,57.74,0.38,576,32.75,1
Cross River,6.2768,10.8869,2023-10-01,2023,10,26.36,232.6,92.44,0.851,0.605,211439,120.69,42.11,46.44,0.52,635,300.32,1
Cross River,4.622,6.3112,2020-09-01,2020,9,25.49,202.14,74.24,0.444,0.437,927149,109.02,73.61,46.89,2.33,577,62.23,1
Kano,8.8862,11.6963,2020-03-01,2020,3,30.57,87.27,82.88,0.556,0.639,1671600,108.6,77.54,21.45,-0.34,359,21.48,0
Oyo,5.6004,8.4889,2025-09-01,2025,9,27.56,86.9,58.0,0.567,0.757,2616761,101.3,28.21,41.46,0.56,337,12.88,0
Kaduna,4.8214,3.0257,2024-04-01,2024,4,29.01,198.03,77.81,0.626,0.441,511069,93.78,83.13,36.9,1.18,455,89.03,0
Plateau,12.9024,10.4167,2018-03-01,2018,3,26.96,112.31,88.52,0.355,0.608,1723960,116.82,75.24,36.57,0.15,369,21.4,0
Kaduna,7.0187,3.1634,2024-01-01,2024,1,29.9,124.01,76.3,0.539,0.298,2739185,96.34,40.41,21.23,0.19,358,13.07,0
Lagos,9.6365,8.6593,2024-02-01,2024,2,32.97,19.56,82.39,0.463,0.167,557446,115.32,65.52,48.08,2.36,464,83.24,0
Sokoto,7.2072,6.054,2021-06-01,2021,6,25.52,115.77,61.77,0.434,0.654,698166,116.67,45.53,61.79,-1.64,652,93.39,1
Benue,7.1593,7.3358,2018-10-01,2018,10,26.6,112.92,65.79,0.355,0.927,2715971,97.14,62.23,60.97,-1.47,508,18.7,1
Sokoto,6.2131,3.1863,2024-05-01,2024,5,22.92,77.34,85.76,0.703,0.553,1399176,88.34,69.35,30.71,0.8,489,34.95,0
Kano,4.9269,4.7988,2025-09-01,2025,9,28.45,169.95,92.28,0.527,0.625,273990,115.72,72.19,42.47,-2.48,491,179.2,0
Lagos,7.5366,12.1325,2019-05-01,2019,5,19.78,117.5,68.05,0.696,0.378,1260682,67.42,71.22,18.08,1.85,374,29.67,0
Plateau,5.7044,8.3364,2021-04-01,2021,4,29.51,57.27,85.52,0.532,0.53,1191604,130.53,69.91,31.84,0.52,507,42.55,1
Borno,10.4568,11.8136,2023-04-01,2023,4,24.4,50.23,72.61,0.566,0.482,1447204,103.81,71.86,86.39,0.01,673,46.5,1
Plateau,9.5095,10.5758,2020-07-01,2020,7,33.47,231.66,91.14,0.609,0.596,2423334,129.19,75.0,53.41,1.03,545,22.49,1
Enugu,12.119,9.0544,2020-06-01,2020,6,33.49,115.38,73.34,0.799,0.265,117777,104.21,63.65,43.41,0.6,506,429.63,1
Akwa Ibom,11.8693,8.1411,2023-03-01,2023,3,32.13,143.45,65.64,0.424,0.771,2981105,112.52,48.91,33.98,-0.76,484,16.24,0
Oyo,6.6069,5.6972,2021-11-01,2021,11,28.17,56.8,65.77,0.651,0.191,2242370,93.61,48.47,69.16,0.91,479,21.36,0
Kano,9.4462,7.5107,2018-01-01,2018,1,28.67,122.48,78.5,0.688,0.604,236226,108.42,54.25,35.69,-1.08,417,176.53,0
Benue,5.9552,5.6888,2019-06-01,2019,6,34.34,109.99,60.96,0.611,0.43,153444,111.45,59.3,64.24,-0.02,642,418.39,1
Oyo,11.002,6.1563,2022-12-01,2022,12,32.06,70.74,69.92,0.282,0.592,1233521,115.3,62.54,46.08,1.4,566,45.88,1
Oyo,5.3354,13.2007,2024-05-01,2024,5,30.75,142.55,74.84,0.68,0.96,256928,119.22,38.97,29.54,0.01,519,202.0,1
